Suicide,https://ourworldindata.org/grapher/suicide-death-rates,https://ourworldindata.org/grapher/suicide-deaths-by-age,https://ourworldindata.org/grapher/male-and-female-suicide-rate,https://ourworldindata.org/grapher/male-vs-female-suicide,https://ourworldindata.org/grapher/Male-Female-Ratio-of-Suicide-Rates,https://ourworldindata.org/grapher/scatterplot-of-national-suicide-rates-and-mean-years-of-schooling-in-population-over-age-15,https://ourworldindata.org/grapher/suicide-deaths-firearms,https://ourworldindata.org/grapher/share-deaths-suicide,https://ourworldindata.org/grapher/share-suicide-pesticide-poisoning,https://ourworldindata.org/grapher/suicide-and-life-satisfaction-across-countries,https://ourworldindata.org/grapher/suicide-death-rate-by-age,https://ourworldindata.org/grapher/suicide-mortality-rate,https://ourworldindata.org/grapher/suicide-death-rates-by-sex,https://ourworldindata.org/grapher/suicide-rate,https://ourworldindata.org/grapher/suicide-rate-by-firearm,https://ourworldindata.org/grapher/suicide-rate-1990-2017,https://ourworldindata.org/grapher/suicide-rate-vs-self-reported-life-satisfaction,https://ourworldindata.org/grapher/suicide-vs-violent-deaths,https://ourworldindata.org/grapher/suicide-vs-homicide-rate,https://ourworldindata.org/grapher/suicide-rate-vs-income-inequality,https://ourworldindata.org/grapher/suicide-rates-by-age-detailed,https://ourworldindata.org/grapher/suicide-rates-by-country,https://ourworldindata.org/grapher/suicide-rates-vs-prevalence-of-depression
Taxation,https://ourworldindata.org/grapher/composition-of-tax-revenues-regional,https://ourworldindata.org/grapher/government-revenues-national-income,https://ourworldindata.org/grapher/number-of-countries-having-implemented-a-vat,https://ourworldindata.org/grapher/relative-weight-of-two-forms-of-consumption-taxation,https://ourworldindata.org/grapher/income-taxes-share-of-revenue-europe,https://ourworldindata.org/grapher/proportion-of-domestic-budget-funded-by-domestic-taxes-of-gdp,https://ourworldindata.org/grapher/statutory-corporate-income-tax-rate,https://ourworldindata.org/grapher/statutory-corporate-income-tax-rate-2000vs2018,https://ourworldindata.org/grapher/tax-reduction-in-income-inequality,https://ourworldindata.org/grapher/tax-revenue-national-income-longrun,https://ourworldindata.org/grapher/tax-revenue-share-gdp-oecd-grsd,https://ourworldindata.org/grapher/country-level-taxes-vs-income,https://ourworldindata.org/grapher/tax-revenues-by-source-gdp-LA,https://ourworldindata.org/grapher/taxes-on-goods-and-services-gdp,https://ourworldindata.org/grapher/taxes-on-income-vs-taxes-on-goods-and-services,https://ourworldindata.org/grapher/taxes-on-incomes-of-individuals-and-corporations-gdp,https://ourworldindata.org/grapher/top-income-tax-rates-piketty,https://ourworldindata.org/grapher/maximum-marginal-tax-rates-on-individual-income,https://ourworldindata.org/grapher/top-MRTs-on-individual-income,https://ourworldindata.org/grapher/total-tax-revenue-gdp-vs-govt-effectiveness,https://ourworldindata.org/grapher/total-tax-revenue-gdp-vs-state-effectiveness,https://ourworldindata.org/grapher/total-tax-revenues-gdp,https://ourworldindata.org/grapher/total-taxation-of-gdp
Teachers & Professors,https://ourworldindata.org/grapher/actual-teaching-time-as-share-of-scheduled-teaching-time,https://ourworldindata.org/grapher/actual-teaching-time-vs-time-teachers-are-present,https://ourworldindata.org/grapher/annual-salary-of-primary-teachers-with-10-years-of-experience,https://ourworldindata.org/grapher/gdp-per-capita-vs-staff-compensation-as-share-of-total-expenditure-in-primary-public-education,https://ourworldindata.org/grapher/number-of-teachers-across-education-levels,https://ourworldindata.org/grapher/percentage-of-teachers-absent-from-class,https://ourworldindata.org/grapher/percentage-of-teachers-absent-from-school,https://ourworldindata.org/grapher/percentage-of-teachers-in-lower-secondary-education-who-are-qualified,https://ourworldindata.org/grapher/percentage-of-teachers-in-pre-primary-education-who-are-qualified,https://ourworldindata.org/grapher/percentage-of-teachers-in-primary-education-who-are-qualified,https://ourworldindata.org/grapher/percentage-of-teachers-in-primary-education-who-are-qualified-both-sexes,https://ourworldindata.org/grapher/percentage-of-teachers-in-secondary-education-who-are-qualified,https://ourworldindata.org/grapher/percentage-of-teachers-in-upper-secondary-education-who-are-qualified,https://ourworldindata.org/grapher/pupil-teacher-ratio-for-primary-education-by-country,https://ourworldindata.org/grapher/pupil-teacher-ratio-pre-primary,https://ourworldindata.org/grapher/pupils-per-qualified-teacher-vs-gdp-per-capita,https://ourworldindata.org/grapher/saber-rating-of-education-policies-aimed-at-preparing-teachers-with-training,https://ourworldindata.org/grapher/scheduled-teaching-time-that-teachers-are-in-the-classroom,https://ourworldindata.org/grapher/share-of-primary-school-teachers-who-are-female,https://ourworldindata.org/grapher/share-of-secondary-school-teachers-who-are-female,https://ourworldindata.org/grapher/share-of-teachers-in-lower-secondary-education-who-are-trained,https://ourworldindata.org/grapher/share-of-teachers-in-pre-primary-education-who-are-trained,https://ourworldindata.org/grapher/share-of-teachers-in-primary-education-who-are-trained,https://ourworldindata.org/grapher/share-of-teachers-in-secondary-education-who-are-trained,https://ourworldindata.org/grapher/share-of-teachers-in-tertiary-education-who-are-female,https://ourworldindata.org/grapher/share-of-teachers-in-upper-secondary-education-who-are-trained,https://ourworldindata.org/grapher/share-of-teachers-who-are-female-in-primary-vs-tertiary-education,https://ourworldindata.org/grapher/share-of-trained-teachers-vs-share-of-qualified-teachers-primary-schools,https://ourworldindata.org/grapher/staff-compensation-share-primary-spending,https://ourworldindata.org/grapher/staff-compensation-as-share-of-total-expenditure-in-public-education-all-levels,https://ourworldindata.org/grapher/starting-yearly-teacher-salaries-in-public-primary-education
Technological Progress,https://ourworldindata.org/grapher/computing-efficiency,https://ourworldindata.org/grapher/cost-of-sequencing-a-full-human-genome,https://ourworldindata.org/grapher/cost-per-megabase-mb-of-human-genome-dna-sequencing,https://ourworldindata.org/grapher/costs-of-66-different-technologies-over-time,https://ourworldindata.org/grapher/transistors-per-microprocessor,https://ourworldindata.org/grapher/non-commercial-flight-distance-records,https://ourworldindata.org/grapher/number-of-human-genome-base-pairs-sequenced-per-us,https://ourworldindata.org/grapher/price-changes-in-consumer-goods-and-services-in-the-usa-1997-2017,https://ourworldindata.org/grapher/supercomputer-power-flops
Technology Adoption,https://ourworldindata.org/grapher/fixed-landline-telephone-subscriptions-vs-gdp-per-capita,https://ourworldindata.org/grapher/fixed-broadband-subscriptions-per-100-people,https://ourworldindata.org/grapher/fixed-telephone-subscriptions-per-100-people,https://ourworldindata.org/grapher/mobile-and-fixed-landline-telephone-subscriptions,https://ourworldindata.org/grapher/mobile-cellular-subscriptions-per-100-people,https://ourworldindata.org/grapher/mobile-phone-subscriptions-vs-gdp-per-capita,https://ourworldindata.org/grapher/motor-vehicle-ownership-per-1000-inhabitants,https://ourworldindata.org/grapher/road-vehicles-per-1000-inhabitants-vs-gdp-per-capita,https://ourworldindata.org/grapher/registered-mobile-money-accounts,https://ourworldindata.org/grapher/registered-mobile-money-accounts-by-region,https://ourworldindata.org/grapher/secure-internet-servers-per-1-million-people,https://ourworldindata.org/grapher/technology-adoption-by-households-in-the-united-states,https://ourworldindata.org/grapher/share-of-individuals-using-the-internet,https://ourworldindata.org/grapher/technology-and-infrastructure-diffusion-in-the-us
Teenage Pregnancy,https://ourworldindata.org/grapher/adolescent-fertility-ihme,https://ourworldindata.org/grapher/adolescent-birth-rate,https://ourworldindata.org/grapher/child-mortality-vs-teenage-pregnancy
Terrorism,https://ourworldindata.org/grapher/deaths-conflict-terrorism-per-100000,https://ourworldindata.org/grapher/deaths-from-conflict-and-terrorism,https://ourworldindata.org/grapher/fatalities-from-terrorism,https://ourworldindata.org/grapher/number-of-airliner-hijackings-and-fatalities,https://ourworldindata.org/grapher/incidence-of-terrorism,https://ourworldindata.org/grapher/deaths-from-terrorist-attacks,https://ourworldindata.org/grapher/injuries-from-terrorism,https://ourworldindata.org/grapher/terrorist-incidents,https://ourworldindata.org/grapher/reactions-to-terrorism,https://ourworldindata.org/grapher/worried-about-terrorism,https://ourworldindata.org/grapher/share-worried-about-terrorism-vs-deaths,https://ourworldindata.org/grapher/terrorism-percent-deaths,https://ourworldindata.org/grapher/terrorism-vs-conflict-deaths-share,https://ourworldindata.org/grapher/terrorism-deaths-rand-vs-gtd,https://ourworldindata.org/grapher/terrorist-attacks-by-region
Tertiary Education,https://ourworldindata.org/grapher/government-expenditure-on-tertiary-education-by-country,https://ourworldindata.org/grapher/government-expenditure-per-student-tertiary-of-gdp-per-capita,https://ourworldindata.org/grapher/gross-enrollment-ratio-in-tertiary-education,https://ourworldindata.org/grapher/gpi-tertiary-education,https://ourworldindata.org/grapher/percentage-of-all-students-in-tertiary-education-enrolled-in-isced-6-both-sexes,https://ourworldindata.org/grapher/share-graduates-stem-female,https://ourworldindata.org/grapher/population-breakdown-by-highest-level-of-education-achieved-for-those-aged-15-in,https://ourworldindata.org/grapher/projections-of-the-share-of-the-population-aged-15-educated-to-degree-level-by-country,https://ourworldindata.org/grapher/school-life-expectancy-from-primary-to-tertiary-education,https://ourworldindata.org/grapher/precentage-enrolled-in-private-institutions-at-the-tertiary-education-level,https://ourworldindata.org/grapher/share-of-people-who-agree-university-is-more-important-for-boys,https://ourworldindata.org/grapher/share-of-students-from-abroad,https://ourworldindata.org/grapher/share-of-students-studying-abroad,https://ourworldindata.org/grapher/share-of-the-population-with-a-completed-post-secondary-education,https://ourworldindata.org/grapher/share-of-the-population-with-completed-tertiary-education,https://ourworldindata.org/grapher/share-of-the-population-with-secondary-education-but-no-tertiary-education
Tetanus,https://ourworldindata.org/grapher/vaccinated-vs-neonatal-tetanus-incidence-x,https://ourworldindata.org/grapher/maternal-tetanus-vaccination-by-neonatal-tetanus-incidence,https://ourworldindata.org/grapher/new-infections-with-tetanus,https://ourworldindata.org/grapher/number-of-deaths-from-tetanus,https://ourworldindata.org/grapher/new-neonatal-tetanus-cases-per-million,https://ourworldindata.org/grapher/the-number-of-new-tetanus-infections-by-world-region,https://ourworldindata.org/grapher/tetanus-cases-vs-tetanus-vaccination-coverage,https://ourworldindata.org/grapher/tetanus-death-rate,https://ourworldindata.org/grapher/the-number-of-deaths-from-tetanus-by-world-region,https://ourworldindata.org/grapher/the-percentage-of-neonates-protected-at-birth-against-neonatal-tetanus,https://ourworldindata.org/grapher/who-vs-gbd-incidence-of-tetanus,https://ourworldindata.org/grapher/year-of-maternal-neonatal-tetanus-mnt-elimination
Tourism,https://ourworldindata.org/grapher/air-passengers-per-fatality,https://ourworldindata.org/grapher/aviation-fatalities-per-million-passengers,https://ourworldindata.org/grapher/fatal-accidents-per-million-flights,https://ourworldindata.org/grapher/global-fatalities-from-aviation-accidents-and-hijackings,https://ourworldindata.org/grapher/international-tourist-arrivals-by-world-region,https://ourworldindata.org/grapher/international-tourism-number-of-arrivals,https://ourworldindata.org/grapher/number-of-air-transport-passengers-carried,https://ourworldindata.org/grapher/fatal-airliner-accidents,https://ourworldindata.org/grapher/number-of-departures-per-1000,https://ourworldindata.org/grapher/number-of-tourists-outbound-vs-level-of-prosperity-of-the-home-country
